                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.0697,                 5.3579,                0.71494,                  3.929,                 2.3511,                0.24581,                   0.35,                0.15553,                0.07323,                0.24235,                    0.1,                0.10632,                0.03131,                 1.9354,                 6.8183,                0.67339,                 2.7461,                 2.6199,                  8e-05,                  8e-05,                  8e-05
                      2,                  1.184,                  5.522,                0.70375,                 1.9378,                 1.5751,                0.64804,                0.64468,                0.64563,                0.40983,                0.01652,                    0.2,                0.01501,                0.00334,                0.90422,                  6.297,                0.65782,                 1.6661,                 1.5597,             0.00017822,             0.00017822,             0.00017822
                      3,                0.77755,                 4.8418,                0.68291,                 1.1654,                 1.2514,                0.78852,                   0.85,                0.78425,                0.63562,                0.16605,                    0.1,                0.03419,                0.00739,                0.64471,                 5.2082,                0.61828,                  1.387,                 1.2023,             0.00027446,             0.00027446,             0.00027446
                      4,                0.72207,                 3.6755,                0.66535,                0.99171,                 1.1526,                0.84058,                0.79128,                0.88961,                0.73421,                0.04788,                   0.15,                0.03122,                0.00384,                0.60927,                 5.0937,                0.55856,                 1.0838,                  1.186,             0.00036871,             0.00036871,             0.00036871
                      5,                0.68241,                 4.0516,                0.68118,                0.80555,                 1.1335,                0.94201,                      1,                0.99262,                 0.8715,                 0.1903,                    0.2,                0.08682,                0.01218,                0.55341,                 4.7633,                0.49475,                0.97492,                 1.1076,             0.00046099,             0.00046099,             0.00046099
                      6,                0.64835,                 3.7726,                0.63721,                0.61437,                 1.0682,                0.94644,                   0.95,                0.99045,                 0.8028,                 0.2428,                    0.3,                0.13155,                0.03204,                0.60298,                 4.5193,                0.46488,                0.87821,                 1.2896,             0.00055129,             0.00055129,             0.00055129
                      7,                0.65666,                  4.039,                0.63473,                0.63025,                 1.0954,                0.78146,                   0.95,                0.90045,                0.78391,                0.57528,                   0.55,                0.51414,                0.10971,                0.65059,                 4.7014,                0.47042,                0.98004,                 1.2095,             0.00063961,             0.00063961,             0.00063961
                      8,                0.62861,                  3.614,                0.62307,                0.57852,                 1.0694,                0.78252,                    0.9,                0.89686,                0.75875,                 0.5679,                   0.35,                 0.4306,                0.06756,                0.75446,                  5.074,                0.48586,                0.85917,                   1.24,             0.00072595,             0.00072595,             0.00072595
                      9,                0.67624,                 3.3862,                0.66957,                0.63778,                 1.0801,                0.94844,                0.92028,                0.98348,                0.84503,                0.38786,                   0.55,                0.37952,                0.06797,                0.66821,                 4.8794,                0.47667,                0.71149,                 1.2512,              0.0008103,              0.0008103,              0.0008103
                     10,                0.67224,                 3.2054,                0.63364,                0.59155,                 1.0967,                0.88356,                    0.9,                0.94387,                0.73799,                0.49004,                    0.5,                0.30192,                0.04788,                 0.7771,                 4.4634,                0.39873,                 1.2018,                 1.2899,             0.00089268,             0.00089268,             0.00089268
                     11,                0.69623,                 3.1812,                0.60846,                0.63432,                 1.1105,                0.89456,                    0.9,                0.92243,                0.59284,                0.69385,                    0.7,                0.64152,                 0.0793,                 1.1502,                 4.5246,                0.40084,                 1.3905,                 1.6605,             0.00097308,             0.00097308,             0.00097308
                     12,                0.69948,                 3.5586,                0.62704,                0.64636,                 1.1043,                0.94331,                0.83266,                0.91603,                0.70284,                0.40714,                   0.35,                0.19128,                 0.0307,                0.82825,                 4.8787,                0.41991,                 1.0201,                 1.4531,              0.0010515,              0.0010515,              0.0010515
                     13,                0.66053,                 3.4736,                 0.6317,                0.60533,                 1.0772,                0.83267,                   0.85,                0.90419,                0.71816,                0.35321,                   0.45,                0.18659,                0.03679,                0.78652,                 4.4081,                0.36444,                 1.2541,                 1.4057,              0.0011279,              0.0011279,              0.0011279
                     14,                0.70276,                  3.436,                0.64446,                 0.6329,                 1.1288,                0.84387,                   0.55,                0.69835,                0.44028,                0.45377,                    0.3,                0.25914,                 0.0347,                 1.3158,                 5.0453,                0.32344,                 1.3268,                 1.9708,              0.0012024,              0.0012024,              0.0012024
                     15,                0.72507,                  3.521,                0.63418,                 0.6172,                 1.0797,                0.91646,                    0.8,                0.87791,                0.69596,                0.60441,                    0.4,                0.37553,                0.05972,                0.91037,                 4.2393,                0.34464,                 1.0904,                 1.5917,              0.0012749,              0.0012749,              0.0012749
                     16,                0.76101,                 3.4843,                0.62152,                0.66983,                 1.1617,                0.84773,                    0.8,                0.79528,                0.52645,                0.68617,                   0.65,                0.57631,                 0.0936,                 1.5999,                 4.1159,                0.37116,                 2.1793,                 3.0288,              0.0013454,              0.0013454,              0.0013454
                     17,                0.75256,                 2.6374,                0.61704,                0.62719,                 1.1733,                0.71962,                    0.7,                0.81551,                0.56979,                0.67449,                   0.65,                 0.6932,                 0.1804,                 1.0778,                 3.8601,                0.34484,                 2.1841,                 1.7356,              0.0014139,              0.0014139,              0.0014139
                     18,                0.69383,                  3.234,                0.62292,                0.59726,                 1.0809,                0.77302,                   0.85,                0.87164,                0.60272,                0.67846,                    0.8,                0.74515,                0.20745,                  1.057,                 3.7158,                0.37191,                0.99914,                 1.5206,              0.0014804,              0.0014804,              0.0014804
                     19,                0.62468,                 2.7873,                 0.6576,                0.57932,                 1.0636,                0.93636,                0.73635,                0.81268,                 0.4912,                0.74789,                0.59366,                0.54722,                0.13229,                 1.3039,                 4.2087,                 0.4105,                 1.1301,                 1.7121,               0.001545,               0.001545,               0.001545
                     20,                0.68731,                 3.0988,                0.59774,                0.61334,                 1.0932,                      1,                0.89794,                0.90886,                0.61615,                0.83274,                   0.75,                0.65618,                0.13844,                 1.1381,                 4.0568,                0.39437,                0.89475,                 1.7134,              0.0016076,              0.0016076,              0.0016076
                     21,                0.68799,                 2.8565,                0.57808,                0.56528,                 1.0838,                0.98917,                   0.95,                0.99262,                0.78599,                0.64028,                    0.7,                0.65174,                0.10584,                0.80155,                 4.0267,                0.30783,                0.61023,                 1.4192,               0.001604,               0.001604,               0.001604
                     22,                0.65754,                 2.9483,                 0.5516,                0.55701,                 1.0859,                0.94841,                      1,                  0.995,                0.67286,                0.48332,                   0.45,                0.27451,                0.05319,                0.91484,                 4.1979,                0.24717,                0.98437,                 1.6116,              0.0015842,              0.0015842,              0.0015842
                     23,                0.69986,                 3.1212,                0.55061,                0.60975,                 1.0973,                0.94981,                0.94638,                0.95204,                0.74074,                0.52758,                    0.5,                0.40174,                0.06352,                0.66359,                 4.4458,                0.28671,                0.69217,                 1.1771,              0.0015644,              0.0015644,              0.0015644
                     24,                0.66598,                 3.1513,                0.54817,                0.54335,                 1.0704,                0.98982,                    0.8,                0.95165,                0.77785,                0.73298,                0.54906,                0.54906,                0.07376,                 0.7158,                 4.2282,                0.36963,                0.65408,                 1.1774,              0.0015446,              0.0015446,              0.0015446
                     25,                0.69462,                 2.9707,                0.55687,                0.53907,                 1.1229,                0.94958,                0.94202,                0.98795,                0.81608,                0.65331,                    0.6,                 0.5711,                0.09628,                0.68588,                  3.942,                0.34233,                0.59385,                 1.1899,              0.0015248,              0.0015248,              0.0015248
                     26,                0.69908,                 3.0778,                0.57958,                0.55549,                 1.0688,                0.84863,                   0.95,                0.96285,                0.76485,                0.65363,                    0.5,                0.49887,                0.11047,                0.72397,                 3.7809,                0.31269,                0.71114,                 1.2437,               0.001505,               0.001505,               0.001505
                     27,                0.62184,                 2.6273,                  0.569,                0.56411,                 1.0401,                0.82433,                   0.95,                0.96081,                 0.8252,                0.79228,                    0.8,                0.77616,                0.18615,                0.60645,                 3.3074,                0.28116,                0.59039,                  1.158,              0.0014852,              0.0014852,              0.0014852
                     28,                0.62098,                 2.5309,                0.54812,                0.61865,                 1.1024,                 0.9447,                   0.95,                0.98417,                0.87137,                      1,                 0.8794,                0.94929,                0.22952,                0.51408,                 3.2486,                0.30002,                0.55891,                 1.1179,              0.0014654,              0.0014654,              0.0014654
                     29,                0.66932,                 2.8963,                0.59445,                0.58084,                 1.0859,                0.94263,                   0.95,                0.98417,                0.85268,                0.90995,                   0.85,                0.84981,                0.23308,                0.54031,                 3.1617,                0.28732,                0.58126,                 1.1056,              0.0014456,              0.0014456,              0.0014456
                     30,                0.62547,                 2.9836,                0.58495,                0.50655,                 1.0437,                0.94951,                0.94075,                0.96875,                0.84755,                0.79924,                 0.7964,                0.72943,                0.22037,                0.64091,                 3.1189,                0.29072,                0.63147,                 1.1332,              0.0014258,              0.0014258,              0.0014258
                     31,                0.58557,                 2.8469,                0.57384,                0.52392,                 1.0067,                0.93887,                   0.95,                 0.9675,                0.77067,                0.78646,                0.73712,                0.70212,                0.21207,                0.75064,                 3.2624,                0.32171,                0.67223,                  1.164,               0.001406,               0.001406,               0.001406
                     32,                0.68778,                  2.643,                 0.5895,                0.57133,                   1.05,                0.99438,                   0.95,                0.99045,                0.83003,                0.64889,                0.64698,                0.57145,                0.15411,                0.72424,                 3.4068,                0.34066,                0.62015,                 1.1903,              0.0013862,              0.0013862,              0.0013862
                     33,                0.60184,                 2.7214,                 0.6004,                0.53393,                 1.0843,                      1,                0.94853,                0.99045,                0.85029,                0.78536,                   0.75,                0.65623,                 0.1828,                0.61197,                 3.3276,                0.31625,                0.59601,                 1.1639,              0.0013664,              0.0013664,              0.0013664
                     34,                0.59946,                 2.6097,                 0.5509,                0.54065,                 1.0518,                0.89603,                   0.95,                 0.9573,                0.84246,                0.80171,                   0.85,                0.77408,                0.19585,                0.54219,                 3.3168,                0.29605,                0.59659,                 1.1319,              0.0013466,              0.0013466,              0.0013466
                     35,                0.63543,                  2.477,                0.52394,                0.52218,                  1.055,                0.85749,                0.90271,                0.95976,                0.81868,                 0.8515,                    0.9,                0.83361,                0.17981,                0.52178,                 3.4472,                0.28244,                0.66031,                 1.1038,              0.0013268,              0.0013268,              0.0013268
                     36,                0.58082,                 2.7207,                0.56183,                0.51714,                 1.0588,                      1,                0.93621,                0.98667,                0.87188,                0.85911,                    0.8,                0.76068,                 0.1938,                0.50025,                 3.4803,                 0.2719,                0.69929,                 1.0541,               0.001307,               0.001307,               0.001307
                     37,                0.64018,                 2.4505,                0.50621,                0.52277,                 1.0944,                0.99088,                      1,                  0.995,                0.87584,                0.74895,                   0.75,                0.62832,                0.18045,                0.53217,                  3.761,                0.29937,                0.58528,                 1.0904,              0.0012872,              0.0012872,              0.0012872
                     38,                0.61628,                 2.4882,                0.52774,                0.54544,                 1.0953,                0.95208,                      1,                  0.995,                0.88793,                0.69054,                   0.65,                0.56056,                0.17402,                0.56008,                 4.0325,                 0.3536,                0.54803,                 1.1137,              0.0012674,              0.0012674,              0.0012674
                     39,                0.57634,                 2.7914,                0.54289,                0.51157,                 1.0031,                      1,                0.99838,                  0.995,                0.86675,                0.64598,                   0.65,                0.53952,                0.17661,                0.56585,                 3.8098,                 0.3661,                0.55639,                 1.0926,              0.0012476,              0.0012476,              0.0012476
                     40,                0.56521,                 2.5522,                0.54832,                0.47433,                 1.0473,                0.99357,                   0.95,                0.98848,                0.88961,                0.83657,                    0.8,                0.75017,                0.18431,                0.53202,                 3.4383,                0.34624,                0.52081,                 1.0938,              0.0012278,              0.0012278,              0.0012278
                     41,                0.55907,                 2.6589,                0.54094,                0.46855,                 1.0121,                 0.9956,                   0.95,                0.98667,                0.86369,                  0.838,                    0.8,                0.77824,                 0.2252,                0.58392,                 3.3534,                0.34621,                0.52032,                 1.1477,               0.001208,               0.001208,               0.001208
                     42,                0.60688,                 2.3573,                0.58307,                0.49424,                 1.0969,                0.99621,                   0.95,                0.98848,                0.87109,                0.83854,                    0.8,                  0.761,                0.22525,                0.59606,                 3.3453,                0.35376,                0.51126,                 1.1544,              0.0011882,              0.0011882,              0.0011882
                     43,                0.54607,                 2.7095,                0.57578,                0.46334,                 1.0162,                0.90206,                      1,                0.97275,                 0.7929,                0.85539,                   0.95,                 0.8712,                0.26713,                0.72422,                 3.3321,                0.36993,                0.62174,                 1.2615,              0.0011684,              0.0011684,              0.0011684
                     44,                0.48436,                 2.3986,                0.52629,                0.45565,                0.97809,                0.98556,                   0.85,                0.96192,                 0.7584,                0.92662,                    0.8,                0.88629,                0.26877,                0.73072,                 3.2642,                0.34031,                0.63905,                 1.2775,              0.0011486,              0.0011486,              0.0011486
                     45,                0.57193,                 2.6755,                0.55011,                0.44622,                 1.0277,                0.93019,                   0.85,                0.93703,                0.77569,                0.87445,                    0.8,                0.85163,                0.27739,                 0.6423,                 3.0639,                0.32214,                0.58786,                  1.169,              0.0011288,              0.0011288,              0.0011288
                     46,                0.54879,                 2.4602,                0.51925,                0.46464,                 1.0075,                0.98821,                    0.8,                0.93565,                0.79491,                0.92554,                   0.75,                0.85782,                0.28723,                0.61969,                 3.0752,                0.31412,                0.59481,                 1.1216,               0.001109,               0.001109,               0.001109
                     47,                0.57984,                   2.36,                0.54808,                0.43476,                 1.0544,                0.94722,                0.89747,                0.97722,                0.84197,                0.89462,                0.84901,                0.86244,                0.28127,                0.55212,                  3.013,                0.30761,                0.51118,                 1.0647,              0.0010892,              0.0010892,              0.0010892
                     48,                0.53193,                 2.3597,                0.53281,                0.41902,                 1.0192,                0.98297,                   0.95,                0.98848,                0.90925,                0.82567,                    0.8,                0.78712,                0.30359,                0.42214,                 2.8191,                 0.2811,                0.45327,                0.98633,              0.0010694,              0.0010694,              0.0010694
                     49,                 0.4621,                 2.2419,                0.48854,                0.39681,                 0.9811,                0.94373,                      1,                 0.9831,                0.88702,                0.84893,                    0.9,                0.79315,                0.25006,                0.43549,                 2.9167,                  0.263,                0.44761,                0.99668,              0.0010496,              0.0010496,              0.0010496
                     50,                0.54892,                  2.262,                0.56349,                0.43451,                 1.0147,                0.99652,                      1,                  0.995,                0.89415,                0.79612,                    0.8,                0.71775,                0.22591,                0.40869,                 3.0046,                0.25333,                0.42048,                0.98448,              0.0010298,              0.0010298,              0.0010298
                     51,                 0.5584,                 2.0603,                0.48792,                0.47648,                 1.0436,                0.99478,                      1,                  0.995,                0.91632,                0.84547,                   0.85,                0.74875,                0.26143,                0.40157,                 2.8379,                0.25659,                0.38716,                0.98382,                0.00101,                0.00101,                0.00101
                     52,                0.55741,                 2.5745,                0.51077,                0.45206,                 1.0479,                0.94488,                      1,                0.96167,                0.85546,                0.89764,                   0.95,                0.91672,                0.31856,                0.45632,                 2.4535,                0.25061,                0.44829,                 1.0268,              0.0009902,              0.0009902,              0.0009902
                     53,                0.53749,                 2.6745,                0.49555,                0.44512,                0.99998,                0.93967,                      1,                0.95929,                0.87951,                0.89268,                   0.95,                0.85699,                0.33716,                0.42067,                  2.416,                0.25434,                0.43645,                 1.0171,              0.0009704,              0.0009704,              0.0009704
                     54,                0.48785,                 2.4599,                0.46461,                 0.4519,                 1.0032,                0.93445,                      1,                0.96643,                0.85339,                0.84582,                    0.9,                 0.8314,                0.34622,                0.41672,                 2.4462,                0.26282,                0.45768,                 1.0097,              0.0009506,              0.0009506,              0.0009506
                     55,                0.55931,                  2.019,                0.47217,                0.44504,                 1.0548,                0.93734,                      1,                0.97595,                0.89889,                0.84361,                    0.9,                0.81891,                0.29914,                0.40452,                 2.5139,                0.28801,                0.41584,                0.99262,              0.0009308,              0.0009308,              0.0009308
                     56,                0.46369,                  2.757,                0.47439,                0.40159,                 1.0059,                 0.9934,                      1,                  0.995,                0.93058,                0.89999,                    0.9,                0.86098,                 0.3176,                0.39107,                 2.5914,                0.28684,                0.32799,                0.99996,               0.000911,               0.000911,               0.000911
                     57,                0.49401,                 2.6725,                0.46634,                 0.4446,                0.99114,                0.99573,                      1,                  0.995,                0.91643,                0.91132,                    0.9,                0.87575,                0.31382,                0.38238,                 2.6034,                 0.2809,                0.33909,                 0.9912,              0.0008912,              0.0008912,              0.0008912
                     58,                0.47849,                 2.3341,                0.47234,                0.41626,                0.99934,                0.99617,                      1,                  0.995,                0.92267,                0.90705,                    0.9,                0.88266,                0.28308,                0.38827,                 2.7076,                 0.2998,                0.33858,                0.98046,              0.0008714,              0.0008714,              0.0008714
                     59,                0.48615,                 2.1606,                0.44462,                0.38879,                 1.0151,                0.99677,                      1,                  0.995,                 0.9054,                0.99677,                      1,                  0.995,                0.27886,                0.40305,                 2.7317,                0.31071,                0.35465,                0.98042,              0.0008516,              0.0008516,              0.0008516
                     60,                0.44266,                 2.3479,                0.44472,                0.37206,                 0.9407,                0.98957,                      1,                  0.995,                0.92939,                0.93985,                   0.95,                0.92178,                0.34425,                 0.3924,                 2.5069,                0.24228,                0.35554,                0.96147,              0.0008318,              0.0008318,              0.0008318
                     61,                0.49465,                 2.1932,                0.45929,                0.38553,                 1.0097,                0.94507,                   0.95,                0.98795,                0.91647,                0.94507,                   0.95,                0.91655,                 0.3703,                0.40921,                 2.5038,                0.24322,                0.38476,                0.96902,               0.000812,               0.000812,               0.000812
                     62,                0.51381,                 2.5146,                0.49488,                0.41348,                 1.0332,                0.94583,                   0.95,                0.98795,                0.92182,                0.94583,                   0.95,                0.91386,                0.37338,                0.40661,                 2.4692,                0.25144,                0.39191,                0.96654,              0.0007922,              0.0007922,              0.0007922
                     63,                 0.4847,                 2.4193,                0.44821,                 0.4066,                 1.0041,                 0.9522,                 0.9961,                0.99024,                0.93295,                0.94469,                   0.95,                0.91144,                0.38216,                0.37909,                 2.4718,                0.26773,                0.37632,                0.95449,              0.0007724,              0.0007724,              0.0007724
                     64,                0.49373,                 2.3195,                0.46368,                0.39607,                 1.0092,                0.99525,                      1,                  0.995,                0.91999,                0.94538,                   0.95,                0.90937,                0.32195,                 0.3831,                  2.573,                0.27858,                 0.3133,                0.96671,              0.0007526,              0.0007526,              0.0007526
                     65,                0.49161,                 2.1378,                0.50722,                0.40419,                 1.0216,                0.99627,                      1,                  0.995,                0.92372,                0.94638,                   0.95,                0.90457,                0.31794,                0.41503,                 2.5746,                 0.2726,                0.32727,                0.98008,              0.0007328,              0.0007328,              0.0007328
                     66,                0.46673,                 2.3375,                0.46534,                0.37047,                0.99385,                0.99445,                      1,                  0.995,                0.92386,                0.94473,                   0.95,                0.90957,                0.32138,                0.41538,                 2.6197,                0.27366,                0.30983,                0.98808,               0.000713,               0.000713,               0.000713
                     67,                0.50042,                 2.3626,                0.53156,                0.42792,                 1.0368,                 0.9937,                      1,                  0.995,                 0.9171,                0.94401,                   0.95,                0.89979,                 0.2897,                0.38944,                 2.7087,                0.26703,                 0.2984,                0.98874,              0.0006932,              0.0006932,              0.0006932
                     68,                0.42366,                 2.2148,                0.44864,                 0.3724,                0.96499,                0.99516,                      1,                  0.995,                0.94805,                 0.9453,                   0.95,                0.90225,                0.28169,                0.36556,                 2.8118,                0.26045,                0.32024,                0.97676,              0.0006734,              0.0006734,              0.0006734
                     69,                0.44793,                  2.128,                0.47924,                0.37798,                0.94363,                0.99573,                      1,                  0.995,                0.95429,                0.94594,                   0.95,                0.90244,                0.28846,                0.37428,                 2.7489,                0.25087,                0.31432,                0.97349,              0.0006536,              0.0006536,              0.0006536
                     70,                0.49549,                  2.202,                0.47242,                0.40797,                  1.005,                0.99211,                      1,                  0.995,                0.95056,                0.94251,                   0.95,                0.90277,                0.31969,                0.38244,                 2.7145,                0.23694,                0.30806,                0.96461,              0.0006338,              0.0006338,              0.0006338
                     71,                0.46764,                 2.5821,                0.42972,                0.36559,                0.98087,                  0.987,                      1,                  0.995,                0.94007,                0.93765,                   0.95,                0.90305,                0.31407,                0.36248,                 2.6996,                0.23382,                0.30722,                0.95734,               0.000614,               0.000614,               0.000614
                     72,                0.44995,                 2.1334,                 0.4859,                0.36989,                0.98869,                0.97888,                      1,                  0.995,                0.93563,                0.92994,                   0.95,                0.90048,                0.31695,                0.36971,                 2.7532,                0.22389,                0.34273,                0.96641,              0.0005942,              0.0005942,              0.0005942
                     73,                0.42005,                 2.3508,                0.43593,                0.35347,                0.95661,                0.97944,                      1,                  0.995,                0.92547,                0.93003,                   0.95,                0.90007,                0.32778,                0.37752,                 2.7432,                0.22524,                0.35692,                0.97299,              0.0005744,              0.0005744,              0.0005744
                     74,                0.46987,                  2.171,                0.47483,                0.37983,                0.98292,                0.97786,                      1,                  0.995,                0.92253,                0.92847,                   0.95,                0.89974,                0.32092,                0.37319,                 2.7004,                0.22947,                0.34883,                0.97018,              0.0005546,              0.0005546,              0.0005546
                     75,                0.48321,                 2.1833,                0.44358,                0.38697,                0.99027,                0.97743,                      1,                  0.995,                 0.9396,                0.92804,                   0.95,                0.89947,                0.31414,                0.36267,                 2.6435,                0.22913,                0.34235,                0.95547,              0.0005348,              0.0005348,              0.0005348
                     76,                0.43501,                 2.2585,                0.47284,                 0.3725,                0.98483,                0.98818,                      1,                  0.995,                0.98282,                0.93851,                   0.95,                 0.8994,                0.35218,                0.34159,                 2.4826,                0.25764,                0.33578,                0.92487,               0.000515,               0.000515,               0.000515
                     77,                0.37214,                 1.9638,                0.46631,                0.33687,                0.92006,                0.99198,                      1,                  0.995,                0.97639,                0.94219,                   0.95,                0.89954,                0.35436,                0.32722,                 2.4306,                0.26244,                0.32137,                0.91619,              0.0004952,              0.0004952,              0.0004952
                     78,                0.50277,                 2.1788,                0.49599,                0.38765,                 1.0174,                0.99371,                      1,                  0.995,                0.96703,                0.94388,                   0.95,                0.89966,                0.37415,                0.32471,                 2.3829,                0.26081,                0.29468,                 0.9115,              0.0004754,              0.0004754,              0.0004754
                     79,                0.42202,                 2.2104,                0.48173,                0.36201,                0.96456,                0.99507,                      1,                  0.995,                0.94665,                0.94532,                   0.95,                0.89968,                0.38235,                0.32234,                 2.3563,                0.27223,                0.27283,                0.90727,              0.0004556,              0.0004556,              0.0004556
                     80,                0.41646,                 1.7284,                0.42164,                0.35948,                0.97857,                0.99586,                      1,                  0.995,                0.96606,                0.94606,                   0.95,                0.89982,                0.38605,                0.29324,                 2.3402,                0.28485,                 0.2784,                0.89462,              0.0004358,              0.0004358,              0.0004358
                     81,                 0.4161,                 2.1519,                0.41437,                0.37503,                0.97925,                0.99615,                      1,                  0.995,                0.98432,                0.94626,                   0.95,                0.90215,                0.38462,                0.28035,                 2.3434,                0.27287,                0.25677,                0.89087,               0.000416,               0.000416,               0.000416
                     82,                 0.3835,                  2.095,                0.44895,                0.33394,                0.95055,                0.99667,                      1,                  0.995,                0.98974,                0.94683,                   0.95,                0.90238,                0.39078,                0.27615,                 2.3364,                0.26792,                0.25335,                0.88733,              0.0003962,              0.0003962,              0.0003962
                     83,                0.37655,                 2.2324,                0.43213,                  0.344,                0.96238,                 0.9968,                      1,                  0.995,                0.98415,                0.94689,                   0.95,                0.90256,                0.38242,                0.27053,                 2.3385,                0.26427,                0.24821,                0.88556,              0.0003764,              0.0003764,              0.0003764
                     84,                0.42398,                  2.081,                0.43455,                0.37148,                0.96916,                0.99685,                      1,                  0.995,                0.96231,                  0.947,                   0.95,                0.90286,                0.37736,                 0.2888,                 2.3123,                0.26156,                0.24976,                0.89332,              0.0003566,              0.0003566,              0.0003566
                     85,                 0.4113,                 2.1505,                0.40746,                0.32574,                0.99322,                0.99659,                      1,                  0.995,                0.96681,                0.94669,                   0.95,                0.90292,                0.38629,                0.29269,                 2.3117,                0.25899,                0.24784,                0.89157,              0.0003368,              0.0003368,              0.0003368
                     86,                0.38161,                  2.213,                0.44549,                0.33468,                0.96215,                0.99619,                      1,                  0.995,                0.97719,                0.94629,                   0.95,                  0.903,                0.37318,                0.28662,                 2.3096,                0.24527,                0.25141,                0.88982,               0.000317,               0.000317,               0.000317
                     87,                0.41789,                  2.172,                 0.4468,                0.35243,                0.94935,                 0.9956,                      1,                  0.995,                0.97245,                 0.9457,                   0.95,                0.90279,                 0.3644,                0.27369,                 2.3047,                0.22504,                0.25459,                0.88746,              0.0002972,              0.0002972,              0.0002972
                     88,                0.42287,                 2.1815,                0.42726,                0.35361,                0.98652,                0.99446,                      1,                  0.995,                0.97199,                0.94474,                   0.95,                0.90518,                0.36998,                0.26207,                 2.2465,                0.19171,                0.26752,                0.89112,              0.0002774,              0.0002774,              0.0002774
                     89,                0.40866,                  2.084,                 0.4209,                0.30705,                0.94999,                0.99366,                      1,                  0.995,                0.96675,                0.94397,                   0.95,                0.90509,                0.37312,                0.25929,                 2.2293,                0.18539,                0.27942,                0.88778,              0.0002576,              0.0002576,              0.0002576
                     90,                0.34111,                 2.1766,                0.40163,                 0.3067,                0.92537,                0.99264,                      1,                  0.995,                0.96633,                  0.943,                   0.95,                0.90494,                0.38142,                0.25925,                  2.206,                0.17974,                0.28229,                0.88559,              0.0002378,              0.0002378,              0.0002378
                     91,                0.26209,                 2.2273,                0.30523,                0.28377,                0.88985,                0.99199,                      1,                  0.995,                0.97892,                0.94239,                   0.95,                0.90224,                 0.3887,                0.26126,                 2.2055,                0.17863,                 0.2852,                0.88491,               0.000218,               0.000218,               0.000218
                     92,                0.27331,                 2.2029,                0.30202,                0.27828,                 0.8632,                0.99442,                      1,                  0.995,                0.97821,                 0.9447,                   0.95,                0.90195,                0.42261,                0.26163,                 2.1962,                0.19489,                0.26882,                0.88301,              0.0001982,              0.0001982,              0.0001982
                     93,                0.27269,                 2.1995,                0.24444,                 0.2489,                0.86084,                0.99564,                      1,                  0.995,                0.97835,                0.94577,                   0.95,                0.90185,                0.43748,                0.25615,                 2.1828,                 0.1968,                0.25165,                0.87893,              0.0001784,              0.0001784,              0.0001784
                     94,                0.24618,                 2.1494,                0.26958,                0.23016,                0.87304,                0.99619,                      1,                  0.995,                0.97737,                0.94638,                   0.95,                 0.9018,                0.43469,                0.25035,                  2.173,                0.19433,                0.23914,                0.87719,              0.0001586,              0.0001586,              0.0001586
                     95,                0.26013,                 2.1344,                0.25422,                0.24817,                0.83933,                0.99592,                      1,                  0.995,                0.97701,                0.94612,                   0.95,                0.90181,                0.44337,                0.24252,                 2.1658,                0.19167,                0.23454,                0.87408,              0.0001388,              0.0001388,              0.0001388
                     96,                0.25396,                 2.1065,                0.27458,                 0.2309,                0.83049,                0.99599,                      1,                  0.995,                0.97632,                0.94619,                   0.95,                 0.9043,                0.44328,                0.23472,                  2.136,                  0.206,                0.23025,                0.86934,               0.000119,               0.000119,               0.000119
                     97,                0.23979,                  2.024,                0.28165,                0.21929,                0.85778,                0.99613,                      1,                  0.995,                0.97647,                0.94632,                   0.95,                0.90693,                0.44605,                0.22934,                 2.1321,                0.21323,                 0.2255,                0.86551,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                0.26888,                 2.0871,                0.23087,                0.23248,                0.84076,                0.99631,                      1,                  0.995,                0.97708,                 0.9465,                   0.95,                0.90701,                0.44566,                 0.2242,                 2.1266,                0.21554,                 0.2224,                  0.862,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.24352,                 2.0354,                0.24262,                0.21446,                0.83671,                 0.9963,                      1,                  0.995,                0.97734,                0.94641,                   0.95,                0.90717,                0.45815,                0.21905,                 2.1202,                0.21116,                0.22172,                0.85951,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                0.26579,                 2.1162,                  0.289,                0.25804,                0.87548,                0.99666,                      1,                  0.995,                0.98947,                0.94676,                   0.95,                 0.9072,                0.45421,                0.21609,                 2.1145,                0.21111,                 0.2161,                0.85955,               3.98e-05,               3.98e-05,               3.98e-05
